src_ip,dst_ip,src_tempo_checagem_iptables,src_tempo_checagem_wl_local,src_tempo_resposta_api,src_tempo_checagem_api,src_tempo_aplicar_regras_blacklist,src_tempo_aplicar_regras_whitelist,dst_tempo_checagem_iptables,dst_tempo_checagem_wl_local,dst_tempo_resposta_api,dst_tempo_checagem_api,dst_tempo_aplicar_regras_blacklist,dst_tempo_aplicar_regras_whitelist,tempo_inserir_network_traffic,tempo_detecção_conexao
192.168.3.113,45.55.106.210,0.15115737915039062,0.07748603820800781,0,0,0,0,0.04172325134277344,0.037670135498046875,0,0,0,0,0.12636184692382812,1.3051033020019531
192.168.3.113,142.251.128.227,0.4487037658691406,0.40912628173828125,0,0,0,0,0.18930435180664062,0.16188621520996094,719.2156314849854,736.1035346984863,0,15.3350830078125,0.3905296325683594,2.216815948486328
192.168.3.113,172.217.28.35,0.4169940948486328,0.15020370483398438,0,0,0,0,0.2117156982421875,0.07176399230957031,0,0,0,0,0.40650367736816406,2.7437210083007812
192.168.3.113,172.67.70.74,0.17523765563964844,0.11539459228515625,0,0,0,0,0.07462501525878906,0.05936622619628906,0,0,0,0,0.13899803161621094,1.451730728149414
192.168.3.113,34.54.88.138,0.1423358917236328,0.13566017150878906,0,0,0,0,0.05817413330078125,0.08535385131835938,0,0,0,0,0.1366138458251953,1.4138221740722656
192.168.3.113,35.244.137.80,0.14925003051757812,0.0972747802734375,0,0,0,0,0.05745887756347656,0.04982948303222656,0,0,0,0,0.13113021850585938,1.3933181762695312
192.168.3.113,45.55.106.210,0.14090538024902344,0.09632110595703125,0,0,0,0,0.055789947509765625,0.04935264587402344,0,0,0,0,0.1277923583984375,1.4345645904541016
192.168.3.113,172.217.29.206,0.35881996154785156,0.11515617370605469,0,0,0,0,0.05602836608886719,0.041484832763671875,577.0010948181152,592.6973819732666,0,39.129018783569336,0.22029876708984375,1.7368793487548828
192.168.3.113,104.26.12.38,0.4756450653076172,0.22125244140625,0,0,0,0,0.14781951904296875,0.14591217041015625,0,0,0,0,0.3719329833984375,2.7899742126464844
192.168.3.113,34.54.88.138,0.2636909484863281,0.1671314239501953,0,0,0,0,0.07414817810058594,0.1266002655029297,0,0,0,0,0.2715587615966797,2.1049976348876953
192.168.3.113,35.244.137.80,0.28061866760253906,0.2002716064453125,0,0,0,0,0.08821487426757812,0.06580352783203125,0,0,0,0,0.2739429473876953,2.2101402282714844
192.168.3.113,45.55.106.210,0.23436546325683594,0.1575946807861328,0,0,0,0,0.12993812561035156,0.08392333984375,0,0,0,0,0.2574920654296875,2.214670181274414
192.168.3.113,172.217.29.206,0.24437904357910156,0.07963180541992188,0,0,0,0,0.043392181396484375,0.037670135498046875,0,0,0,0,0.13709068298339844,1.5418529510498047
192.168.3.113,172.217.29.206,0.2715587615966797,0.10561943054199219,0,0,0,0,0.08368492126464844,0.045299530029296875,0,0,0,0,0.1595020294189453,1.4514923095703125
10.129.4.43,142.250.219.206,1.8916130065917969,0.4153251647949219,1058.0739974975586,1075.6874084472656,0,16.974210739135742,0.24366378784179688,0.35881996154785156,833.3468437194824,851.9372940063477,0,21.9118595123291,0.6520748138427734,5.043983459472656
10.129.4.43,104.26.13.38,0.37741661071777344,0.18215179443359375,0,0,0,0,0.12803077697753906,0.06461143493652344,0,0,0,0,0.2200603485107422,2.6853084564208984
10.129.4.43,34.54.88.138,0.48089027404785156,0.15878677368164062,0,0,0,0,0.09131431579589844,0.04673004150390625,0,0,0,0,0.29754638671875,2.2819042205810547
10.129.4.43,142.251.135.22,0.6861686706542969,0.1423358917236328,0,0,0,0,0.11277198791503906,0.054836273193359375,562.4575614929199,579.6136856079102,0,16.925811767578125,0.3147125244140625,2.1140575408935547
10.129.4.43,142.251.135.22,0.19621849060058594,0.09012222290039062,0,0,0,0,0.04792213439941406,0.041961669921875,0,0,0,0,0.14066696166992188,1.5225410461425781
10.129.4.43,104.26.12.38,0.2999305725097656,0.15616416931152344,0,0,0,0,0.049591064453125,0.13780593872070312,0,0,0,0,0.14400482177734375,1.4204978942871094
10.129.4.43,34.54.88.138,0.1971721649169922,0.1494884490966797,0,0,0,0,0.058650970458984375,0.05245208740234375,0,0,0,0,0.16450881958007812,1.546621322631836
10.129.4.43,35.244.137.80,0.14472007751464844,0.14328956604003906,0,0,0,0,0.03814697265625,0.052928924560546875,0,0,0,0,0.13828277587890625,1.4760494232177734
10.129.4.43,45.55.106.210,0.24652481079101562,0.10204315185546875,0,0,0,0,0.12421607971191406,0.04172325134277344,0,0,0,0,0.17905235290527344,2.706289291381836
10.129.4.43,216.239.38.120,0.3554821014404297,0.12278556823730469,0,0,0,0,0.07367134094238281,0.04267692565917969,587.5325202941895,601.4420986175537,0,19.736051559448242,0.20813941955566406,1.6295909881591797
10.129.4.43,104.26.13.38,0.171661376953125,0.08296966552734375,0,0,0,0,0.044345855712890625,0.03910064697265625,0,0,0,0,0.1392364501953125,1.397848129272461
10.129.4.43,34.54.88.138,0.1220703125,0.1163482666015625,0,0,0,0,0.036716461181640625,0.04482269287109375,0,0,0,0,0.10824203491210938,1.4252662658691406
10.129.4.43,35.244.137.80,0.12373924255371094,0.07128715515136719,0,0,0,0,0.03790855407714844,0.036716461181640625,0,0,0,0,0.11563301086425781,1.2791156768798828
10.129.4.43,45.55.106.210,0.1761913299560547,0.2713203430175781,0,0,0,0,0.05602836608886719,0.04744529724121094,0,0,0,0,0.11372566223144531,1.3811588287353516
10.129.4.43,172.217.132.230,0.9016990661621094,0.33473968505859375,0,0,0,0,0.3883838653564453,0.1418590545654297,583.3542346954346,618.274450302124,0,34.41500663757324,0.4870891571044922,3.6492347717285156
10.129.4.43,172.217.132.230,0.1990795135498047,0.09322166442871094,0,0,0,0,0.049114227294921875,0.04172325134277344,0,0,0,0,0.1506805419921875,1.5366077423095703
10.129.4.43,104.26.13.38,0.16117095947265625,0.12946128845214844,0,0,0,0,0.037670135498046875,0.04863739013671875,0,0,0,0,0.10824203491210938,1.4767646789550781
10.129.4.43,34.54.88.138,0.09250640869140625,0.08296966552734375,0,0,0,0,0.043392181396484375,0.040531158447265625,0,0,0,0,0.11992454528808594,1.3153553009033203
10.129.4.43,45.55.106.210,0.13756752014160156,0.091552734375,0,0,0,0,0.09107589721679688,0.03814697265625,0,0,0,0,0.10704994201660156,1.35040283203125
10.129.4.43,35.244.137.80,0.17499923706054688,0.09942054748535156,0,0,0,0,0.05984306335449219,0.04982948303222656,0,0,0,0,0.14281272888183594,1.4691352844238281
10.129.4.43,172.217.132.230,0.28443336486816406,0.10538101196289062,0,0,0,0,0.06914138793945312,0.0514984130859375,0,0,0,0,0.1838207244873047,1.6467571258544922
10.129.4.43,172.217.132.230,0.14066696166992188,0.09250640869140625,0,0,0,0,0.05269050598144531,0.04839897155761719,0,0,0,0,0.1304149627685547,1.3260841369628906
10.129.4.43,142.251.132.227,1.3785362243652344,0.461578369140625,0,0,0,0,0.263214111328125,0.1723766326904297,1095.7157611846924,1113.1670475006104,0,28.68962287902832,0.8456707000732422,4.627704620361328
10.129.4.43,34.54.88.138,0.598907470703125,0.2880096435546875,0,0,0,0,0.16832351684570312,0.13208389282226562,0,0,0,0,0.7224082946777344,2.8104782104492188
10.129.4.43,104.26.12.38,0.2753734588623047,0.217437744140625,0,0,0,0,0.10347366333007812,0.08177757263183594,0,0,0,0,0.1964569091796875,1.9152164459228516
10.129.4.43,45.55.106.210,0.5433559417724609,0.19550323486328125,0,0,0,0,0.2319812774658203,0.06771087646484375,0,0,0,0,0.2701282501220703,2.930164337158203
10.129.4.43,35.244.137.80,0.17023086547851562,0.1442432403564453,0,0,0,0,0.06604194641113281,0.07534027099609375,0,0,0,0,0.15997886657714844,1.8031597137451172
